इस सब की शु रु आ त कैसे हुई ?	ఇ ద ంతా అస లు ఎలా మొద లె ంది ?
हमने वह कं प नी साथ मिल कर ख डी की थी .	ఈ సం సథ ని మే మి దద రం కలి సి ని ర మి ంచా ం .
रॉ बी	రా బీ
मुझे नौ करी मिल गई थी .	అవును , పని దొ రికి ంది .
श ी ला	ష ీ లా
माफ करना , यह तुम कया कर रही हो ?	ఒకక ని మి ష ం , ఏం చేసతుననా రు మీరు ?
कया तुम अ क सर लोगों को तीन घ ं टे इं त जार कर वा ते हो ?	జ నా లని మూ డు గ ంట ల పా టు కా పు కా యి ంచడం మీకు అ ల వా టా ?
वाह .	వా వ .
मुझे माफ कर दो . मैं इस की भर पा ई करने के लिए तैयार हूँ . चलो , तुमहें डि नर पर लेकर चल ता हूँ .	మన ని ంచండి . మి మమ లని ఎ దు రు చూ సే లా చేసిన ందుకు పరతి ఫ ల ంగా , నేను మి మమ లని డి నన ర కి తీసు కె ళ తాను .
नहीं , लेकिन वह सच में जे रे मी हैं . शायद .	కాదు , కానీ అతని పేరు జె రె మీ యే అను కుంటా .
मैं अपनी जिंदगी खु ल कर जी ना चाहती थी .	నా జీవి తం నా కోసం జీవి ద దా మని వచ చేశా .
तुम चल भी कैसे पा रहे हो ?	అస లు ఎలా న డ వ గ లు గు తుననా వు ?
और मुझे ठ ं डा पसंद है .	నాకు చ లల గా ఉ ంటే ఇష టం .
मि सट र व ॉर नर , आप बहुत अचछ े हैं .	మి సట ర వా ర న ర , చాలా చాలా థ యా ంక స .
- हे भगवान . फर ॉ गी ! - यह एक बी नी बे बी है .	- ఓ రి దేవుడా . క పప బ ొ మమ ! - ఇది బీ నీ బ ే బీ .
- ग री नी . - ग री नी .	- గర ీ నీ . - గర ీ నీ .
या शायद , मतलब , ज म पी ?	లే కపో తే , టి ం గు రం గ డు ?
- फै सला हो गया . - कया ?	- దొ రి కే సింది . - ఏంటి ?
इस के क ूल हे पर !	దాని పి ర ర మీద !
- ला ख ों डॉ ट स ? - ला ख ों डॉ ट स .	- ల కష చు కక లా ? - ల కష చు కక లు .
{ \ an8 } फर ै ं क कार ल स न .	{ \ a n 8 } ఫ రా ంక కార ల స న .
शुकरिया .	థ యా ంక యూ .
मे ज से यह कॉ मि क बु क ह टा दो , पलीज .	ఈ కా మి క బు క ని ఇ కకడి నుండి తీ సె య .
तुम खुश सी लग रही हो .	నువవు ఆ న ంద ంగా ఉననా వు .
वाह .	వా వ .
- ये बहुत पया रे हैं . - इन हें हमारे दोसत , टा य , बना ते हैं .	- ఇ వి చాలా బాగు ననా యి . - మా స నే హి తు డు టె యే వాటి ని చేసే ది .
सच में ?	నిజంగా ?
तुम अभी डॉ क टर नहीं ब नी ं ?	ఇంకా డా క టర కాల ే దా నువవు ?
- गल ती मान ती हूँ ! - ठीक है .	- ప కష ి హాయ చె ప తోంది ! - సరే .
अं कल फर ै ं कस ट ॉ य ज	అ ం కు ల ఫ రా ంక టా య స
. . . और यह सं ख या अब बढ ती ही रहे गी .	. . . ఇక ఆ సం ఖ య పె రుగు త ూ నే ఉంటుంది .
वह आगे बढ रहा है , वह सब हा सि ल कर रहा है जिस के वह ला य क है .	అతను స ఫ ల ం అవు తుననా డు , కష టా నికి పరతి ఫ లా నని అను భ వి సతుననా డు .
इ रे क टर	ఎ రె క టర
प ल श वि लड र ने स	ప ల ష వె ల డ ర నె స
