और चा बि या ँ ?	మరి తా ళ ాలు ?
किसी ने हमा रा पी छ ा करने की या हमें रो क ने की कोशिश की ,	ఎవర ెనా మమ మ లని అను సరి ంచి నా , మమ మ లని ఆ ప ాలని పర యత ని ంచి నా ,
उनहोंने रा सता पहले ही सो चा हुआ था .	ఇది ముందు గా నే ప లా న చేసు కు నన మా రగ ం .
सट ु अ र ट !	సట ు వర ట !
बाहर जाओ .	బయట కి రా .
तुम इस में मत पड ो . यही हो रहा है . हम यही कर रहे हैं .	నువవు ప టటి ంచుకో కు . జ రి గే ది ఇ దే . మేము చే సతు నన ది ఇ దే .
और जि से भे ज नी है , भे ज दो . और तुमहारा काम पू रा हो जाएगा .	ఎవ రికి కా వాల ో వాళల కి అది పం పి ంచు . దా ంతో పని అయి పో తుంది .
नहीं , यह सच नहीं है .	లేదు , అది నిజ ం కాదు .
ए ड गर .	ఎ డ గర .
कार रो को .	కా రు ఆ పు .
{ \ an8 } सै म ने ल स न	{ \ a n 8 } సా మ నె ల స న
मार शा स मि थ - ने ल स न .	మార ష ా స మి త - నె ల స న .
नहीं चल सकते .	మనం వెళల లే ము .
यह कि तना होता . . .	ఎంత ద ూ రం అంటే . . .
हाँ ? अचछी बच ची .	సరేనా ? గు డ గర ల .
अब सब कुछ का ब ू में है , हाँ ?	అంతా అ దు పు లో నే ఉ ందా , చెపపు ?
फी लि कस .	ఫ ె లి కస .
के ए 2 9 .	కె ఎ 2 9 .
तुम एक भर ष ट आदमी हो . और इस ी लिए मैंने तुमहें यहाँ बु ला या है .	నువవు అ వి నీ తి ప రు డి వి . నీ కే ఎందుకు ఫోన చేశా ను అనుకుంటుననా వు ?
काम हो गया .	అయి పోయింది .
हमें कैसे पता होगा तुम कौन से रा स ते पर हो ?	ఏ రో డ డు ని బ లా క చేయ ాలో మాకు ఎలా తెలు సతుంది ?
मैं वही देख रहा हूँ .	నేను అదే చేసతుననా ను .
पुलिस .	పోలీ స .
पुलिस .	పోలీ స .
- कहाँ ? - वहाँ देखो .	- ఎకకడ ? - అకకడ చూడు .
हो सकता है हमें भी लड ना पडे .	మన కి మర ొ క అవ కా శం ఉండ కపో వచచు .
ह द है .	హ మమ యయ .
ठीक है . शुकरिया .	వి ననా ము . థా ంక యూ .
के ए 2 9 . . .	కె ఎ 2 9 . . .
ए ड गर .	ఎ డ గర .
अब तुम दो मौ त ों के जि म मे दार हो .	మీరు ఇ పపటి కి ఇ దద రి ని చం పి ంచా రు .
नहीं , नहीं .	లేదు , లేదు .
लो इसे !	తీసు కో !
ओ य !	ఓ య !
मुझे दो . वह मुझे दो .	ఇ టు ఇవ వు . నాకు ఇవ వు .
- यही समय है . - चलो , करते हैं .	- ఇ దే సమయం . - మనం దా డి చే దదాం .
कया हो रहा है ?	ఏం జరుగు తోంది ?
तुम यह कया खेल खेल रहे हो ?	మీరు ఎవ రి తో ఆట లా డు తుననా రు ?
मैं जान ता हूँ यह किस ने किया .	ఇది ఎవరు చేశా రో నాకు తెలుసు .
वह पे न . कहाँ है वह पे न ?	ఆ పె నను . అది ఎకకడ ఉంది ?
आगे प ढ ो .	కా ని వ వు .
यह तुम कया कह रहे हो ?	నువవు జో క చేసతుననా వు .
- और ग ृ ह म ंत रा ल य का फै सला यही है ! - वे मा सू म लोगों की जान ें ले रहे हैं !	- ఇంకా ఇది హ ో మ శా ఖ ని రణ యం ! - వాళలు అ మా య కు ల పరా ణ ాలని బ లి తీసు కుంటుననా రు !
पलीज . नहीं . इन होंने तुमहारी मदद की थी .	ప లీ జ . ఇలా చూడు . అతను మీకు సా యం చేశా డు .
किस की मौ त आई है ? तुमहारी ?	ఎవరు చా వ బో తుననా రు ? నువ వా ?
- ये वही हैं . - ठीक है .	- అది వాళ లే . - వి ననా ము .
. . . कि एक ब रि टि श या तरी विमान ,	. . . అది ఒక బ రి టీ ష ప ౌ ర విమా నం ,
दो टा र गे ट वाह न से बाहर आ रहे हैं .	ఇ దద రు టా రగ ె టలు వా హ నం ది గు తుననా రు .
यह वह नहीं है . यह य ै न स न नहीं है .	అది అతను కాదు . అతను జా న సె న కాదు .
पलीज !	ప లీ జ !
मुझे स श स तर ब ल चाहिए , वि शे ष ब ल चाहिए . इस समय हमा रा पर मु ख ल कष य यही है .	నాకు సా యు ధ బ ల గ ాలు , స పె ష ల ఫో ర సె స కావాలి . ఇ దే పర సతు తం మన పర ధా న ల కష యం .
- कया ? - हमा रा रा सता बंद कर दिया है . हमें जान ब ू झ कर रो क रहे हो .	- ఏంటి ? - రో డ డు బ లా క అయి ంది . మమ మ లని కా వాల ని ఆ ల స యం చేసతుననా రు .
हमें किसी एक को चु न ना ही होगा . किसी एक को चु न ो . काम पू रा करो .	మనం ఎవ రి నో ఒక రి ని ఎ ంచుకో వాలి . ఒక ళ లని ఎ ంచుకో . పని పూర తి చే యి .
क य . . . पर भा व डा ल ने के लिए . पता नहीं . और कया व ज ह हो सकती है ?	ఎందుకంటే . . . పర తీ కా రం కోసం . నాకు తెలియదు . అందు కే అయి ఉండ చచు .
- शुकरिया . हम यह बात जानते हैं . - और पर धा न म ंत री कार या ल य भी .	- థా ంక యూ . ఆ సం గ తి మాకు తెలుసు . - అలాగే పర ధా ని కార య ాల యం కూడా .
