कुछ सै निक मान सि क रू प से अस थ िर हो रहे थे .	మ ాలో కొ ంత మంది మ తి సథి మి తం కో ల పో తు ండ ే వారు .
मुझे ब ब ल स की मौ त का काफी स द मा लगा था	బ బు ల స మ రణ ం ననను తీ వర ంగా కల చి వే సింది ,
बै लि ओ ल कॉ ले ज , ऑ कस फो र ड	బ ే లి య ల కాల ే జ , ఆ కస ఫ ర డ
" सब ल टर न स . "	" ఆ ఫీ సర లు . "
वाह .	వా వ .
फर ै ं सी ?	ఫ రా నస ీ ?
पर तुम इस बारे में डॉ . ह यू सट न के साथ च र चा कर सकते हो .	కానీ ఆ విషయం గురించి నువవు డా క టర హ ూ సట న తో చ ర చి ంచ వచచు .
- उनहें अपनी र कष ा खुद करने दो ! - गा र ड ! गा र ड !	- వాళల చా వు వాళల నే చా వ ని వ వు ! - గా ర డ స ! గా ర డ స !
मैं अंदर आ सकता हूँ ?	నేను లో ప లి కి రా వచచా ?
तुमहारे पहले तीन दि नों में तीन मि शन .	మీ మొద టి మూ డు రోజు లలో నే మూ డు మి షన లు .
धनयवाद , डॉ क टर .	థా ంక యూ , డా క టర .
क ला उस . मुझे एक जगह मिल गई है .	క లా స . నాకు ఒక చ ో టు దొ రికి ంది .
ड ु ला ग ल ु फ ट य ु द ध बंद ी ट रा ं जि ट कै ं प	డ ూ లా గ లు ఫ త యు దధ ఖ ె దీ ల ర వా ణ ా శి బి రం
फर ै ं क फर ट , जर म नी	ఫ రా ంక ఫ ర ట , జర మ నీ
" जानते हैं , सर , इन कम ब खत अ म री कि यों में तीन सम स या एँ हैं . "	" మీకు తెలుసా , సర , ఈ చెతత అ మె రిక న ల తో మూ డు సమ సయ లు ఉననా యి . "
न ै वि गे टर .	నే వి గే టర .
तुमने कौन सा वि ष य प ढ ा था ? प ं टि ंग के अ ला वा .	మీరు ఏం చ దు వు కుననా రు ? పడ వ లు న డ ప డం కా కుండా .
सं भ ल कर !	జా గర తత !
- अगर मैं कुछ ब जा ऊँ , तो आपको ऐ त राज तो नहीं होगा ? - ब जाओ .	- నేను వే రే ది ఏద ెనా పె డి తే ఫ ర వాల ే దా ? - పెటట ండి ఫ ర వాల ేదు .
यह य ु द ध . . .	ఈ యు దధ ం . . .
इसलिए , हम कया करते ?	మరి , మనం ఏం చేసతా ం ?
नहीं .	లేదు .
सक वा डर न , 4 1 8 वा ं .	స క వా డ ర న , 4 1 8 వది .
ज ॉ न इ ग न . मे जर .	జా న ఈ గ న . మే జర .
ओ - 3 9 9 5 1 0 .	ఓ - 3 9 9 5 1 0 .
मे जर . . .	మే జర . . .
ज ॉ न इ ग न . मे जर . ओ - 3 9 9 5 1 0 .	జా న ఈ గ న . మే జర . ఓ - 3 9 9 5 1 0 .
बस किसी को बता ना मत .	కానీ ఎవ రికీ చెపప దదు .
यह गा ना पसंद है .	నాకు ఈ పా ట ఇష టం .
एक घ मा सान और ख ू नी ज ंग छ ि डी है	ఒక గొ పప భ ీ కర యు దధ ం జరుగు తోంది
ब ब ल स के नाम ?	బ బు ల స కో సమా ?
इसलिए मैं रू सि यों का शुकरिया अ दा करती हूँ और म हा न ची नी सै नि को ं का भी	కాబటటి నేను సో వి య ె ట ల కి థా ంక స చెబు తాను ఇంకా శ కతి మ ం తు లె న చె నీ స యో ధ ు ల కీ
- वाह . - ऊ ह , रो जी .	- వా వ . - ఊ హ , రో సీ .
एक - एक कर के , हमने सा रे विमान ों को ग िर ते देखा और फिर हम आ स मान में बचा आ खि री विमान थे .	ఒకక ొ కక టి గా , పరతి ఒకక విమా నం నే ల కూ లి పో వ డా నని మేము చూశా ము కానీ చి వ రికి మేము మి గి లా ము .
हमारे पिता , आप जो स वर ग में हैं आप का नाम प वि तर मा ना जाए " . . .	మా త ండ రీ , స వర గ లో క ము లో ని వ సి ంచు వా డా , నీ పేరు ప వి తర మెన ది " . . .
हम सभी को फिर से उस विमान में च ढ कर फिर से वह सब दो ह रा ने में	మేము తిరిగి విమా నం లో కి వెళల డానికి ఇంకా మ ళ లీ యు దధ ం చేయ డా ని కీ
मदद के लिए कुछ चाहिए था .	మాకు ఇవ న నీ అవ సరం అ యయ ే వి .
" रो जी स रि वे टर स "	" రో సీ స రి వె టర స "
- ज ॉ नी ! ज ॉ न ! - इ ग न !	- జా నీ ! జా న ! - ఈ గ న !
कर ै ं क !	క రా ంక !
मर फ !	మర ఫ !
ग ले न !	గ లె న !
सा ग न , जर म नी 1 7 अ कत ू बर , 1 9 4 3	సా గ న , జర మ నీ అ క టో బర 1 7 , 1 9 4 3
उनहोंने अपनी आ ँ ख ों के साम ने कई विमान ों को ध व सत हो ते और कई दोसत ों को मा रे जा ते देखा था .	వాళల క ళ ల ము ందే చాలా విమా నా లు ధ వం సం కా వడం , ఇంకా త మ స నే హి తు లు చాలా మంది చని పో వడం చూశా రు .
कुछ लोग पी ने ल गे . कुछ लोग लड ने ल गे . कुछ लोग इ ध र - उ ध र शा री रि क सं बं ध बना ने ल गे .	కొ ంద రు తపప తా గే వారు . కొ ంద రు గొ డ వ లు పడ ే వారు . ఇం కొ ంద రు శ ృ ంగా రం లో సే ద తీ రే వారు .
यह आपके लिए दो दिन पहले पहु ँ ची थी . उ म मी द है कि कोई जरू री ख बर नहीं होगी .	ఆ ఉ తత రం మీకు రెండు రోజు ల కి ంద ట వచచి ంది . అది అంత అ ర జె ంట కా దని ఆ శి సతాను .
हाँ , शायद अगर हम 5 00 साल ों तक तुमहारे रा जा के अ त या चार के अ ध ी न न हो ते ,	అవును , ఐ దు వ ంద ల ఏ ళ ల పా టు మీ రా జు గా రి ని రం కు శ ప ాల న మాకు లే క పోయి న ట ల యి తే ,
उसने रे डि यो उ ठा कर कहा , " मैं तुमहें सुन रहा हूँ , ' ज ' से ज ॉर ज .	రే డి యో ని అ ందుకు ని ఇలా అ ననా డు , " మీ స ందే శం వి ననా ను , జి ఫ ర జా ర జ .
जि से भी भ ूल ने का जो भी मौ का मि ला , उसने उसे जाने नहीं दिया .	ఆ చే దు జ ఞ ా ప కాల ని మరి పి ంచే పరతి అవ కా శా నని , అ ంది పు చచు కు నే వారు .
और कर न ल हा र डि ंग को लगा कि मि तर रा ष टर ों के बी च सम मे ल न में	మి తర దే శ ాల స ద స సు కి 1 0 0 వ గర ూ ప తర పు న ననను పరతి ని ధి గా పం ప ాలని
पर जब आप लोगों पर अ त या चार हो ते , द मन हो ते देख ते हैं ,	కానీ పర జ లని హి ం సి ంచి , అ ణ చి వే య డా నని మనం చూ సిన పపుడు ,
धनयवाद . हमारे अ भ िया न का सम र थ न करने के लिए धनयवाद .	థా ంక యూ . మా పర యత నా నికి మ దద తు ఇ సతు నన ందుకు ధనయవాదాలు .
वहाँ से कयों नहीं करते हैं जब मैं उस श हर में था और किसी ने मेरे साथ मौ जू द चार लोगों को गो ली मार दी .	నేను ఒక ఊ రి లో కి ఎలా వచచా ను , ఇంకా , నా తో పా టు ఉనన న లు గురి ని ఎవర ో ఎలా కాల చేశా ర నే దాని తో మొద లు పె డ దాం .
अगर वह मि श नों की यो ज ना बना ने के लिए मौ जू द रह ता ,	అతను గ ను క మి షన లు ప లా న చేసే వి భా గ ంలో ఉ ండి ఉ ంటే ,
सु पर भा त , स जज नों . मैं कै प ट न रॉ बर ट रो जे न थ ॉल हूँ .	శ ు భ ో ద యం , జె ంటి ల మెన . నేను కె ప టె న రా బర ట రో సె న థ ాల .
ए , रुको ! उनकी र कष ा मत करो ! तुम कया कर रहे हो ?	హేయ , ఆ గు ! వాళల కి ర కష ణ ఇవ వదదు . ఏం చేసతుననా వు ?
" आप जो स वर ग में हैं , आप का नाम प वि तर मा ना जाए	" స వర గ లో క ము లో ని వ సి ంచు వా డా , నీ పేరు ప వి తర మెన ది
नहीं , बस यही किया . हम इस में बहुत वि शि ष ट हैं .	లేదు , అంతే . మేము చాలా పర త యే క వి దయ పొ ందు తా ం .
- वे भे ज द ेंगे . - वह तुमहारी सा इ कि ल नहीं है .	- వాళలు పం పి సతా రు . - అది మీ సె కి ల కాదు కదా .
हमने एक - दूस रे को हर तरह की कहा निया ँ सुना ई ं .	మేము ఒక రి కొ క రం చాలా ర కాల క థ లు చెపపు కొ ననా ం .
उन ड ंड ों और बे स के चल ते , गो ल - गो ल भा ग ना .	ఆ కర రలు , బ ే స లు , ఇంకా వల య ాల లో పరి గె టట డం .
नौ सि ख िए . मुझे उस ड ं डे को इस ते माल करने में म हा रत हा सि ल करने में साल ों ल गे थे .	అను భ వం లే ని వాళలు . ఆ కర రని సరి గ గా ఒ డి సి ప టటు కో వ డానికి కొనని సం వ త సర ాలు కష ట పడ డా ను .
फ ला इ ंग क ंट रो ल ऑ फि सर नि र ं तर सोच रहा था	ఫ ల యి ంగ క ంట రో ల ఆ ఫీ సర ఆలోచి ంచి , ఆలోచి ంచి
तुम अपने परिवार के साथ सं पर क में हो ?	మీరు , మీ కుటుం బ ంతో ఇంకా ట చ లో ఉంటా రా ?
स टा लग ल ु फ ट I I I में सवा ग त है , लड को ं .	మూ డ ో సట ాల గ లు ఫ త కి స వా గ తం , కు ర రా ళ లూ .
हम अपनी उ त ते ज ना शा ंत करने के लिए नौ कर ा नि यों और बार मे ड के पास जा ते थे .	మా శ ృ ంగా రా భి లా ష ని తీ రచ ు కో వ డానికి పని మ ను ష ు ల నీ , బా ర మె యి డ లని ఆ శ ర యి సతా ము .
" और हमें पर ीक ष ा में न पड ने द ें . . .	" మమ మ లని క లలో ల ాల లో కి న డి పి ంచ కు . . .
नहीं . मैं एक सु र भी नहीं ब जा सकता .	లేదు . నేను ఒకక నో ట కూడా వా యి ంచ లేను .
तो कुछ करना जरू री हो जा ता है , है न ?	ఏదో ఒకటి చేయ ాలని అనిపి సతుంది , కదా ?
लड रहे अ ंग रे जी सै नि को ं का शुकरिया तुमहें द स मि लि यन अ म री की मिल जाएँ गे	యో ధ ు లె న బ రి టీ ష వా రికి థా ంక స మీకు కో టి మంది అ మె రిక న లు అందు బా టు లో ఉననా రు
वे खुद के लिए नहीं लड सकते , है न ?	పర జ లు త మ కోసం తా ము పో రా డ లే రు , కదా ?
पर वापस तुम पर आ ते हैं , मे जर इ ग न .	మ ళ లీ మీ విష యా నికి వ దదాం , మే జర ఈ గ న .
विमान से किसी ने रे डि यो पर टा वर को सं देश दिया , " हैलो , ले जी फ ॉ कस .	విమా నం లో ఎవర ో ట వర వాళల కి రే డి యో స ందే శం పం పి ంచా రు , " హ లో , లే జీ ఫ ా కస .
जब किसी द ल का विमान मार गि रा या जा ता था , तो वे गा य ब हो जा ते थे .	శ తరు వు ల దా డి లో ఒక విమా నం ధ వం సం అయ యా క , ఆ సి బబ ంది ఆ చూ కీ తెలియ లేదు .
इसलिए उनहोंने मुझे नि य ु कत किया और मुझे वहाँ जाने में खुश ी हुई .	దాని తో అతను నా పేరు ని పరతి పా ది ంచా డు , నేను సంతో ష ంగా అ ంగ ీ కరి ంచా ను .
- तुमने किसी पु रु ष की उ म मी द की थी , है न ? - नहीं , नहीं , मैंने नहीं . . . मैं बस . . . यह . . .	- మీరు ఎవర ో మ గ వారు వ సతా రని అను కుననా రే మో , కదా ? - లేదు , నేను అను కో లేదు . . . ఊ రి కే . . . అ దీ . . .
यहाँ आ ने वाले ये अ म री की एक ड चे स को भी बि स तर पर आ म ंत रि त करेंगे ,	ఈ అ మె రిక న లు వ సత ూ నే ఒక యు వ రా ణ ి ని వి ందుకు ఆ హ వా ని ంచ డానికి ము ందే
वा दा करो किसी को नहीं बता ओ गे ?	ఎవ రికీ చెపప నని పరా మి స చేసతా రా ?
मुझे कुछ दि नों की छ ु ट टी दे दी .	ననను కా సత ఒ ంట రి గా ఉ ంచడం కోసం .
. . . जब कि मि तर देश ों की से ना स मु दर त ट ों पर ही फ ँ सी हुई है .	. . . ఒక ప కక మి తర ప కష ాల ద ళ ాలు స ము దర తీ రాల వ దద ని లి చి పోయా రు .
तुमहें कया लगता है तुमहारे सी ओ ने तुमहें यहाँ कयों भे जा ?	మీ క మా ండి ంగ ఆ ఫీ సర మి మమ లని ఎందుకు పం పా డు అనుకుంటుననా రు ?
तुम हमारी स ड को ं पर थ ू क ते हो ,	మీరు వీ ధ ు లలో ఉ మ మి వే సే తీ రు ,
कहीं तुम य हीं मा रे मत जाना .	కానీ , నువవు ఇకకడ ే చని పో తా వు .
कयोंकि हमें अन ुम ति नहीं है ,	ఎందుకంటే మన కి అను మ తి లేదు ,
उ प - श ी र ष क अनु वाद क : म ून क लि ता	తెలు గు అను వాద ం : స తీ శ కు మార
नौ कर ा नि यों और बार मे ड को लगता है कि उनहें अपने मा लि को ं को म ना करने का ह क नहीं है ,	పని మ ను ష ు లు ఇంకా బా ర మె యి డ లు త మ య జ మా ను లకు నో చెపప ే హ కకు త మ కు లే దని భా వి సతా రు ,
मुझे यहाँ कब तक रह ना होगा ?	నేను ఇకకడ ఎంత కాల ం ఉండ ాలి ?
" थो डी सी आ ग होना अचछा है .	" కొ ద ది గా ఫ ె ర ఉండ టం మంచి దే .
तुमने कै ं ब रि ज में प ढ ा ई की ?	మీరు కే ం బ రి డ జ లో చ ది వా రా ?
- " र स हा इ म , " व ग ै रह . मुझे नहीं पता . . . - र स ल स हा इ म .	- " రు స హ యి మ , " ఏదో ఉంది . నాకు తెలియదు . . . - ర సె ల హ యి మ .
हाँ , मेरे पास एक कहा नी है .	అవును , నాకు ఒక క థ తెలుసు .
कै ं ब रि ज में प ढ ा ई करने के दि नों से यही कर रही हूँ .	కే ం బ రి డ జ లో చ ది వే నా టి నుండి నేను పడ వ లు న డి పే దానని .
हमें पता था कि वे किसी भी प ल हम पर हम ला कर सकते थे .	ఏ కష ణ మెనా వాళలు మన మీద దా డి చేసతా రని మన కి తెలుసు .
मैंने एक अचछा दोसत खो या .	మంచి మి తరు డి ని కో ల పోయా ను .
वह उसका भी पह ला मि शन था .	తన కి కూడా అదే మొద టి మి షన .
तो हम कहाँ से शुरू कर ें ?	మరి మనం ఎకకడ మొద లు పె డ దాం ?
वह बि ना चि ट ठ ी भे जे एक भी ह फ ता जाने नहीं दे ती है .	తను , పరతి వా రం నాకు ఒక ఉ తత రం రా య కుండా ఉండ లేదు .
बढिया है . मैं आ रहा हूँ .	మంచిది . నేను వ సతుననాను .
मुझे खुश ी है कि तुम सो ए .	మీరు ని దర పోయా రు సంతో ష ం .
जब जी न कर ु पा अ के ले डर म ब जा रहा होता है , त ब आप उसे नहीं रो क ते हैं , है न ?	జీ న క రూ పా డ ర మ సో లో వా యి సతు ంటే మనం మ ధయ లో ఆ ప డానికి ఇష ట ప డం , తెలుసు కదా ?
ब रे मे न पर हुए हम ले में आप का द ल हमारे साथ था .	బ రె మన దా డి లో మీ గర ూ పు కూడా మా తో పా టు ప ాల గొ ంది .
वह पि छ ले ह फ ते मा रा गया .	కి ంద టి వా రం చని పోయా డు .
जरूर कॉ फी ले ना चा हूँ गा .	కా ఫీ తా గ డం నాకు ఇష ట మే .
कया तुमहें पता है कि म ं सट र पर हुए तुमहारे हम ले में , तुमहारा के व ल एक ही विमान सला मत लौ ट स का ?	మీరు చేసిన మా ం సట ర దా డి లో , మీ విమా నా లలో కే వల ం ఒకక విమా నం మా తర మే తిరిగి వెళలి ందని తెలుసా ?
हम ऐसे द लों के बारे में बात ें नहीं करते थे .	అ టు వ ంటి ద ళ ాల సి బబ ంది గురించి మేము మాటలాడ లేదు .
मैं तुमहारा पूछ ता छ करता हूँ , ले फ टि न ें ट हा उस मन .	నేను మీ వి చా రణ అ ధి కా రి ని , లె ఫ టె నె ంట హ ౌ స మెన .
तो शायद वे सा रे विमान मार गि रा ए नहीं जा ते .	అ పపుడు అ నని విమా నా లూ అలా ధ వం స మె ఉండే వి కా వు .
हमें एक अ म री की दिखा . उसके पास बंद ू क है . . .	ఒక అ మె రిక న వచచా డు . అతని దగగర గ న ఉంది . . .
करो के . कु त त ों के साथ घ ु ड सवा री , वह जो भी हो .	క రో కె ట . వే ట కు కక ల తో స వా రీ , అది ఏద ెనా కానీ .
उनहोंने आप से कया कहा ?	ఆ యన మీకు ఏం చెపపా డు ?
दर अस ल तुमने पहले कभी प ं टि ंग नहीं की , है न ?	మీరు నిజ ా నికి ఎపపుడూ పడ వ ని న డ ప లేదు , కదా ?
यह उनकी गल त फ हम ी होगी .	వాళలు పొ ర బ డి ఉండ చచు .
ब की ! ब की ! यहाँ देखो !	బ కీ ! బ కీ ! ఇది గో ఇకకడ !
सब ल टर न , हमने आपको पू रे कॉ ले ज में ढूँढ ा .	ఆ ఫీ సర , మీ కోసం ఈ కాల ే జ అంతా వె తు కు తుననా ం .
हाँ . और अगर मैं आज रात को काम के बारे में सोच ना चाहती , कै प ट न ,	అవును . ఈ రాత రికి నేను ఏం పని చేయ ాలని ఆలోచి ంచ ాల ంటే , కె ప టె న ,
बर ु क लि न के यह ू दी घ ु ड सवा री नहीं करते हैं .	బ రూ కలి న యూ దు లు గుర రాల మీద స వా రీ చేయ రు .
मा इ कल , इन स जज नों को उनके कम रे दिखा दो गे ?	మె ఖ ె ల , వీ ళ ల ంద రికీ వాళల రూ మ స చూ పి సతా వా ?
कयोंकि यह आप का ही राज य है और शक ति . . . "	ఎందుకంటే నీ రా జ య ము ఇంకా నీ శ కతి . . . "
स ौ व ें में सवा ग त है .	1 0 0 వ గర ూ ప కి స వా గ తం .
तीन स ौ इ कया सी से . हम साथ उ डा न भर ते हैं .	3 8 1 వ గర ూ ప . మనం కలి సే యు దధ ం చేసతుననా ం .
न ॉर फो क . मैं 9 6 व ें में फ ला इट सर जन हूँ .	నో ర ఫో క . నేను 9 6 వ గర ూ ప కి ఫ ల యి ట సర జ న ని .
वह पह ली बार था कि मैं बिलकुल नहीं ड रा .	మొద టి సారి నేను భ య పడ కుండా ఉండ గ లి గా ను .
अब मैं सभी लड को ं को बि स तर पर ना श ता ला कर नहीं दे सकती .	మీ కు ర రా ళ ల ంద రికీ మ ంచ ాల దగగర కి నేను బ రే క ఫ ా సట అ ంది ంచ లేను .
इस पा गल कमी ने ने आ र टी श ॉ का गा ना गु न गु ना ना शुरू किया .	ఈ క రే జీ వె ధ వ , ఆ ర టీ ష ా పా ట ని కూ ని రా గం తీ య డం మొద లు పె డ తా డు .
भा ग ने दो ! वह जयादा दू र नहीं जा पा ए गा !	అత డి ని వది లే య ! ఎకకువ ద ూ రం వెళల లే డు !
मैं , मैं तुमहारे जैसा हूँ : एक पा य लट , एक सम मान नी य वय क ति .	నేను , మీ లా ంటి వాడి నే . పె లె ట ని , గ ౌ ర వం పొ ంది న వాడి ని .
- मैंने पूछ ा कया बक . . . - ज ॉ न इ ग न ! ह ल का दा ई ं तरफ देखो .	- బ క గురించి అ డి గా ను . . . - జా న ఈ గ న ! నీకు కు డి వె పు .
वे सट फा लिया , जर म नी	వె సట ఫ ే లి యా , జర మ నీ
- हैलो . - सं भ ल कर . घ ु ड स वार से ना आ गई .	- హ లో . - చూడ ండి . వీ రు లు వ సతుననా రు .
हाँ . की थी . माफ करना . मैंने सो चा था कि कोई पु रु ष होगा .	అవును . అను కుననాను . సా రీ . నేను ఎవర ో మ గ వాడు అను కుననా .
कैसे पता चला कि मैं झ ू ठ बोल रही हूँ ?	నేను అబ దధ ం చెపపా నని ఎలా గర హి ంచా రు ?
पि छ ली बार , मैं अ ंत में हो ट ल के कम रे की ज मी न पर बि ना ब ू ट ों के प डा था .	కి ంద టి సారి తా గి న పపుడు , నేను హ ో ట ల గ ది లో నే ల మీద బ ూ టలు లే కుండా పడి ఉననా ను .
माफ करना वे तुमहारे अ म री की बर ै ंड जि तने अचछ े नहीं हैं .	సా రీ కానీ అ వి మీ అ మె రిక న బ రా ండ లు అంత మంచి గా ఉండ వు .
तो वे हमेशा ऐसा बर ता व न करते कि मान ो वे पह ली बार घर से बाहर निक ले हों ,	వాళలు ఎ పపుడు బయట కొ చచి నా ఇంటి నుండి మొద టి సారి బయట కి అ డు గు పె టటి న టలు ,
आपके पास यहाँ कुछ अचछा सं गी त है .	మన కి ఇకకడ మంచి సం గ ీ తం దొ రు కు తుంది .
सं गी त की सा री पर ति भा एँ मेरी माँ और बह न को मि ली हैं ,	మా అమమ గా రికీ , సో ద రికీ మ యూ జి క లో మంచి పరతి భ ఉంది ,
कया तुम भ ूल गए कि हम रू म मे ट हैं ?	మనం రూ మ మే ట స అ నన సం గ తి మర చి పోయా రా ?
म ं सट र के ऊ पर हमारे आ खि री मि शन में .	మా ం సట ర లో మన చి వ రి మి షన గురించి .
दर अस ल , मैं आप से इस ी बारे में बात करना चाहता था .	అంటే , నేను దాని గురి ంచే మీ తో మాటలాడ ాలి అను కుననాను .
हम तुमहें मार ना नहीं चाहते हैं .	నినను చం ప ాలని మేము అను కో వడం లేదు .
तुम कया करती हो , सब ल टर न वे स गे ट ?	మీరు ఏం చే సతు ంటా రు , ఆ ఫీ సర వె స గే ట ?
मैं इन कु त त ों को द फ ना ने के लिए जगह ढूँढ रहा हूँ .	ఈ కు కక లని సమా ధి చేసే చ ో టు కోసం వె తు కు తుననాను .
मैं इस पर सम मान पू र व क आप का वि रो ध करना चा हूँ गी .	నేను మర యా ద పూర వ క ంగా నే ఆ విషయం లో మీ తో వి భ ే ది సతాను .
अरे , चलो भी . कौन प त ते बा ं टे गा ?	ఓహ , ఇలా చూడ ండి . ఎవరు ఆ డు తుననా రు ?
