पुलिस !	పోలీ స !
- फ लै ट में पर वे श कर रही हूँ . - ठीक है . हम दो मिन ट दू र हैं .	- ఫ లా టు లో కి వెళ తుననాను . - సరే . రెండు ని మి ష ాల లో అకకడ ఉంటా ం .
पुलिस !	పోలీ స !
नहीं .	కాదు .
मेरा मान ना है कि वह वही हे ज ले न वाली क ॉल र है . म ंग ल वार रात वाली .	మ ంగ ళ వా రం రాతరి హ య ీ స లే న నుండి కాల చేసిన వయకతి త నే అని నా న మమ కం .
तो हम जा ँच करेंगे .	మనం వి చా రణ చే దదాం .
लि यो .	లి యో .
कुछ नहीं .	ఏమీ లేదు .
पर , मुझे 1 3 ला इ क मिले हैं और वे बढ भी रहे हैं . कया यह अचछी बात है ?	అయి నా , నాకు 1 3 లె కస వచచా యి , ఇంకా పె రుగు తుననా యి . అది మంచి దే అ ంటా వా ?
कया वह अब भी यही सोच ती है कि वह यहाँ है ?	అతను ఇంకా ఇకకడ ే ఉననా డ ని ఆమె అను కు ంట ో ందా ?
यह हमा रा के स नहीं है , जू न . यह स प ष ट कर दिया जा चु का है .	అది మన కే సు కాదు , జ ూ న . అది మన కి స ప ష ట ంగా నే చెపప ే శా రు గా .
के स फा इ ल	కే సు ఫ ె ల
तुमहें थोडा इ ठ ला ना होगा .	నువవు గర వ ంగా చూ ప ాలి మరి .
नहीं . मेरा मतलब , कयों ? कया आपको . . .	లేదు . ఎందు క లా అ డి గా రు ? మీ కే మెనా . . .
ए डा ले इ ड ? तुम ए डा ले इ ड का जि कर कयों कर रही हो ?	అ డి లె డ ? ఇపపుడు తన పర సతా వ న ఎందుకు తె సతుననా రు ?
ल ें कर . जू न ल ें कर .	లె ం కర . జ ూ న లె ం కర .
तुमहें किस ने भे जा ?	నినను ఎవరు పం పా రు ?
मार च 2 0 1 1 में , वह 2 4 बी ले क सट री ट में रह ता था .	మార చి 2 0 1 1 లో అతను 2 4 బీ లే క సట రీ ట లో ఉండే వాడు .
कया ? हम ल ंद न के हर मा म ू ली अ परा ध ी का पी छ ा करते फिर ें ?	ఏంటి ? ల ండ న లో ఉండే పర తీ అ డ డ గా డి దని వి చా రి సతా మా ఏంటి ?
या फिर सं दि ग ध है ?	లేదా అను మా ని తు డా ?
तो , ख ै र , मैंने ड ो रि स से बात की और ए र ॉल उसके साथ सक ूल गया था .	నేను డ ో రి స తో మాటలా డా ను , ఎ ర ర ొ ల , అతను ఒక ే బ డి లో చ దు వు కుననా రు .
आ कर ा म क ? मतलब ? क . . .	ఆ వే శ ంగా నా ? అంటే . . .
ठीक है , तो कि तनी बार ढूँढ ा था ?	సరే , ఇంత కీ ఎ నని సా రలు వె తి కా వు ?
और मैं उनहें दो बा रा अस पता ल भ ि ज वा ना नहीं चाहती , समझ े ?	మ ళ లీ త నని పి చచా సు ప త రి లో వే య డం నాకు ఇష టం లేదు , సరేనా ?
कया हो रहा है ?	ఏం జరుగు తోంది ?
