वह तुमहें पसंद करती है .	ఆమె కు నీ పె న ఆ స కతి ఉంది .
पै निक	పా ని క
ऊ पर तक जाओ गे तो पै र ों से बाद लों को ठ ो कर लग सकती है ?	మన క ాలి వే లు మ బ బు లకు త గు లు తుంది అని అ నే ది గుర తు ందా ?
हमारी बा री आ गई ?	మా వం తు వచచి ందా ?
यह लो .	ఇది గో .
सर दि यों में , वे पा इ प ों में घ ु स जा ते ,	శ ీ తా కాల ం వ సతే , అ వి పె పు లలో కి ద ూ రే వి ,
उनहें कैसे पता कि वह च म गा द ड ों से डर ता था ?	గ బ బి ల ాల ంటే అతనికి భ య మని జ డ జీ ల కె లా తెలుసు ?
उ प जाने वाले घर के पास .	అతని గం జా యి గ ృ హ ం దగగర .
और फिर दु र घ ट ना का सवा ँ ग र चा .	ఆ తరువాత పర మా ద ంగా చూ పి ంచా డు .
कुछ न ज दी की बढ ी ?	కా సత దగగర య యా వా ?
वहाँ पहु ँच कर उनहें पता चला	వాళళ కకడికి వెళళ ా క , అ పపటి కే
वह जान ती है हमें कुछ नहीं पता .	మన కు ఏం తెలియ దని ఆమె కు తెలుసు .
तुमहें सि गरे ट से भी न फ रत है ?	నీకు సి గ రె టలు కూడా ఇష టం లేదా ?
मैंने अपनी टि क ट देख ी ,	నా టి కె ట వె పు చూశా ను ,
और कह ने को कुछ नहीं बचा .	ఇంకా చెపప ే ందుకు ఏం లేదు .
डॉ ज के लिए है ?	ఇది డా డ జ కోసం ?
रो डि यो .	రో డి యో .
न ै ट ली .	నా ట లీ .
न ै शन ल हा ई सक ूल रो डि यो ए सो स िए शन ए ंड र यू डॉ ज मे स न	జా తీ య హె స కూ ల రో డి యో అస ో సి యే షన ఆ ండ రూ డా డ జ మే స న
आप पुलिस वाली हैं . खुद पता की जिए .	మీరు పోలీ సు లు . మీ రే తెలుసు కో ండి .
शे रि फ आया था .	ష ె రీ ఫ వచచా డు .
पर वे दो स ती ही नहीं करना चाहते , है न ?	అది వారు కో రు కు నన ది స నే హ మ యి తే నే , కదా ?
- उसने फोन ल ॉ क नहीं किया ? - मेरे पास पास वर ड था .	- తన ఫోన లా క చేసు కో లేదా ? - నా దగగర పా స కో డ ఉంది .
जब मैंने फोन ख री दा , तो हमारे बी च यह त य हुआ था .	నేను తన కు ఫోన కొ ని చచి న పపుడు అది మా మ ధయ ఒ పప ంద ం .
मैं उसे कम रे में बंद कर दे ती ,	తన ను గ ది లో తా ళ ం వే సు ండ ే దానని ,
ए ंड र यू डॉ ज मे स न .	ఆ ండ రూ డా డ జ మే స న .
तै या री के लिए काफी समय है .	అయి నా పర ణ ా ళ ి కకు సమయం ఉంది .
ह री के न हा र वी ने हमें पूरी तरह त बा ह कर दिया .	హా ర వే తు ఫ ా ను లో మా ద ంతా తు డి చి పె టటు కు పోయింది .
वह कहीं च ढ ने की कोशिश कर रही थी ,	తను ఎ త తె న పర దే శా నికి వెళ ు తు ండ గా ,
अस पता ल के बिल .	ఆ సు ప త రి బి ల లు .
ठीक है .	మంచిది .
तुम एक न ं बर के डर पो क हो .	నువవు చాలా పి రికి వాడి వి .
बि श प ,	బి ష ప ,
यहाँ जब किसी से मिल ते हैं ,	ఇకకడ ఎవ రి నె నా కలి సిన పపుడు ,
बच चे के डा य पर के लिए , लोगों के घर ों में घ ु स ने लगा .	తన బి డ డ కు డ యి పర లు కొ న డానికి ఇ ళళ లలో దొ ంగ త నం చేశా డు .
ली ला ?	లీ లా ?
चे ला गु रू बन जा ता है ?	వి ద యా రథ ి గు రు వయ యి ందా ?
आ खि री पर ति यो गि ता अ ध ू री रह गई , इसलिए जज ों ने त य किया कि अं क देना	మనం ఇది వర క టి స వ ాలు పూర తి చేయ లేదు , అందు కని నయా య ని రణ ే త లు పా యి ంట లు
यह ठीक कैसे है ? हम में से कुछ को पार करना प डा था .	అది నయా యం ఎలా అవు తుంది ? మ ాలో కొ ంత మంది అది దా టా ము .
- शु भ काम ना एँ . - अचछा .	- శ ు భా శ ీ స సు లు . - సరే .
यह कया ?	ఏంటి ది ?
न ै ट ली ?	నా ట లీ ?
न ै ट ली ?	నా ట లీ ?
यह कया ?	ఏంటి ది ?
हाँ , अपना फोन .	అవును , నా ఫోన .
तुम मेरे साथ खेल रहे हो .	ననను గ ంద రగ ో ళ ప రు సతుననా వు .
पि छ ली चु नौ ती में तुमने डॉ ज को तो ड ने की कोशिश की .	ఇది వర క టి స వ ాలు లో నువవు డా డ జ ను ద ె బబ తీ య ాలను కుననా వ .
समय निकल ता जा रहा है .	గ డి యా రం పరి గె డు తుంది .
रे ?	రే ?
बा प रे .	అద భ ు తం .
कया कर रहे हो ? यह कया ?	ఏం చేసతుననా రు ? ఏంటి ది ?
मैंने अपनी माँ से कहा कि श हर के से वा पु र स कार के लिए , दो बा रा भर ती होना होगा .	న గర సే వా పు ర స కా రా నికి దర ఖ ా సతు చేయ డానికి తిరిగి స కూ లలో చే ర ాలని అమమ తో చెపపా ను .
दा न मि र ची खा ना पर ति यो गि ता के लिए , मैं बस कुछ इ श ति हा र बा ँ ट रही थी .	నేను చి ల లీ కు క ఆ ఫ స వచ ఛ ంద సం సథ కోసం కొనని పర చా ర ప తర ాలు ప ంచు తుననాను .
- आपको लगा वह से कस की बात कर रही थी . - अब पता है कि वह बात नहीं थी .	- తను సె కస గురించి మాటలా డే ద ను కుననా రు . - తను మాటలాడ లే దని తెలి సింది .
बि ना जी त के और कोई चा रा नहीं , जैसे जी ने के बि ना कोई चा रा नहीं .	గె ల వ డానికి రె ండ ో చ ో ట ంట ూ లేదు , బర త క డానికి రె ండ ో చ ో ట ంట ూ లే న టటు .
नहीं , मैं तो बस इसे तुमहें दे ने ला रही थी . वि शे ष डि लि व री है .	అయ యో , లేదు , నేను ఇ వి మీ కోసం తీసుకు వ సతుననాను . పర త యే క డె లి వర ీ .
पि छ ले साल के जज दो लोगों की जान ले ने के जि म मे दार हैं .	గ త ఏ డా ది నయా య ని రణ ే తల మన స సా కష ి కి రెండు ముఖ ాలు ఉంటా యి .
- अब मिल र उनहें सब बता रही है . - मिल र अचछ े से समझ ती है .	- ఇక మి లల ర రె చచి పో తుంది . - ఆమె కు త నే ం చే సతు ందో తెలుసు .
- उसने बताया नहीं उसकी बह न भी है . - बु रा मत मान ना .	- తన కు ఒక సో ద రి ఉ ందని చెపప లేదు . - మన సు లో పె టటు కో కు .
कया कह रहे हो ? डे वि स को स पर ल ॉ क का पै सा चाहिए था .	ఏం అ ంటుననా వు ? డే వి స కు స పర లా క దా చి న డబబు కావాలి .
- हे भगवान . तुम ठीक तो हो ? - जू लिया , मेरी मदद करो .	- అయ యో , దేవుడా . బాగా నే ఉననా వా ? - జ ూ లీ , స హా యం చె య .
इस साल के जज ों को पि छ ले साल वा लों का पता होगा .	ఈ ఏ డా ది ని ర వ హి ంచే వా రికి గ త వే స వి లో వారు తెలుసు .
और आ ख िर में , या तो आप का बच चा जि ं दा होता है . . .	చి వర కు చూ సతే , ఉ ంటే పరా ణ ము నన పిలల లు ఉంటా రు . . .
सभी को लगा मैं पा गल थी जो यहाँ त बाद ला ले लिया .	ఇకకడ కు బ ది లీ అయి వచచి న ందుకు నాకు పి చచ ను కుననా రు .
अ जी ब बात है कि अस ली बच च ों ने मुझे नहीं थ का या .	నిజ ా నికి , అస లె న పిలల లు కాదు ననను వి సి గి ంచి ంది .
कभी तुम लोग मुझे किसी के साथ घ ू म ने को कह ते थे .	మీరు ననను బయట కు వెళళ ి డే ట చేయ మ నన రోజు లు ననా యి .
हाँ ! सट े शन में को र टे ज के साथ कै सा चल रहा है ?	అవును ! సట ే షన లో కో ర టె జ తో విష య ాలు ఎలా ఉననా యి ?
खि ड किया ँ बंद कर दे ती , ता कि उसे रा सता न मिले .	పా రి పో కుండా , కి టి కీ లకు చె కక లు కొ టట ే సే దానని .
सै रा और उसके दोसत ों को लगा कोई आ म पार टी है .	సా రా మి తరు లు పా ర టీ కి ి వెళ ు తుననా ర ను కుననా రు .
मेरे लिए है . डे ना मे स न . मैं डॉ ज की बह न हूँ .	ఇది నా కోసం . డే నా మే స న . నేను డా డ జ చె ల లి ని .
मुझे नहीं करना . पुलिस से प ं गा नहीं ले ना .	నేను ఆ డ ను . నా వె ను క పోలీ సు లు పడ ాలని లేదు .
मुझे आ रा म से ह फ ते के 8 00 ड ॉल र मिल ते हैं .	వా రా నికి క నీ సం 8 0 0 డ ాల రలు సం పా ది సతుననాను .
वा कई किसी को ए ज ें ट के बारे में नहीं पता ?	ఎవ రికీ బ యా గ మ యా న ఎవర ో తెలియ ద ంటే న మమ లేను .
मैं खो द ने की बात नहीं कर रहा था , सा ले .	నేను త వ వడం గురించి మాటలాడ డం లేదు , వె ధ వ .
हम व ैसे भी कहीं और जा कर बस ना चाहते थे .	అంటే , మేము ఎలా గ ూ చ ో టు మార దాం అను కుననా ం .
जब तक वय क ति ग त चु नौ त िया ँ शुरू हुई ं . . .	వయకతి గ త స వాళళు ఎ దు ర కు నే సమ యా నికి . . .
मैंने डॉ ट में चि क ना ई वाली जगह सा फ की ,	డా ట నా చే త చ ము రు పె పు శ ు భ రం చే యి ంచా డు ,
- पै निक नहीं खे लो गे ? - मजा क कर रहा हूँ ?	- ఇక పా ని క ఆ డ వా ? - హా సయ మా డు తు నన టటు ఉ ందా ?
पू रे खे त में उसने पै सा छ ु पा कर र खा था .	అతను ఆ పొ ల ం అంత టా డబబు ప ూ డ చి పెటట ా డు .
पुलिस को पता चल ने से पहले एक बात थी .	పో లి సు లకు తెలియ క ముందు ఒక లా ఉండే ది .
मैं तुमहें निका ल ती हूँ . एक से क ंड दो .	నేను నినను బయట కు తీ సతాను . ఒకక కష ణం .
एक बार मैंने पूछ ा कि वह ब डा - छो टा कयों होता था , तो उनहोंने कहा नि र मा ण .	ఒక సారి , అద ె ందుకు పెదద గా ఇంకా చినన గా మా రు తు ందని అ డి గే , ఆమె ని ర మా ణం అ ంది .
स पर ल ॉ क खे त में मि ली - कि श ो र की ला श	స పర లా క ఫ ా మ లో - చ ొ ర బ డి న యు వ కు ని శ వం
उस तरह द स गु ना भ ि ड ना कौन चाहता है ?	అలా ంటి ప ది రె ట ల పని ఎవరు చేసతా రు ?
हाँ , अगर पि छ ले साल के जज ों को लगा कि किसी अ जन बी को चु ना जा सकता है .	ఖ చచితంగా , గ త ఏ డా ది నయా య ని రణ ే త లు ఒక అ పరి చి తు డి ని ఎ ంచుకో వాల ను కు ంటే .
उसका नाम क न सट र क शन म ून वर क रख ूँगा .	క న సట ర కష న మూ న వర క అని పేరు పె డ తా .
उसने कभी उनके बारे में बताया . . .	వాళళ గురించి ఏ మెనా చెపపి ందా . . .
- आपके पास वे चि ट ठ िया ँ हैं ? - नहीं .	- మీ దగగర ఆ చ ీ టీ లు ఉననా యా ? - లే వు .
परा थ मि क ता डा क मे स न , डी . को भे ज ें	ముఖ య మెన ఉ తత రం బ ట వా డా : మే స న . డీ .
पा ँच से क ंड में नि शा ना लगा ऊँ गा .	ఐ దు సె క న లు నేను గురి పెటట ే ందుకు .
- हे भगवान . - यह तो कुछ भी नहीं .	- అయ యో , దేవుడా . - ఇది ఇంకా న యం .
वहाँ त ह खा ने में गा र टर सा ँ प थे और अ टा री में ब लै क - र ै ट सा ँ प .	నే ల మా ళ ి గ లో తో ట పా ము లు ఇంకా అ ట క లో న లల ఎ లు క పా ము ల తో పె రి గా డు .
हाँ , हे दर सिर फ मेरी दोसत है .	సరే , హే థ ర స నే హి తు ర ాలు మా తర మే .
इ तनी रात को मिल ने का शुकरिया .	ఇంత రాతరి వచచా వు , ధనయవాదాలు .
यहाँ आ ने से पहले , सा त साल ों तक डै स ल में , ए स वी यू में थी .	నేను ఇకకడ కు రా క ముందు , డ ల లా స లో ఎ స వీ యూ లో ఏ డే ళళు పని చేశా ను .
सा ँ प ों से कि तना डर लगता था .	భ య మో అంద రికీ చె ప త ూ ఉండే వాడు .
सच में ? ऐ सी लग ती तो नहीं हो .	నిజంగా నా ? నువ వ లా కనిపి ంచ వు .
कुछ साल पहले की बात याद है ?	కొ న నే ళళ కరి తం నీకు గుర తు ందా ?
पर बात यह है कि मेरी जिंदगी में दूस री कोई कमी नहीं थी .	కానీ విషయం ఏ ంట ంటే , నేను దే ని కీ ఒక చెతత అ ం కె ద ూ రం లో లేను .
उसने जरूर कुछ सुन लिया होगा .	గో డ లు శ బ ద ాలను ని వారి ంచ లే వు .
अचछा , तो अब किस तरफ जाना है ?	సరే , అయితే , ఇపపుడు ఎ టు వె పు ?
सि गरे ट जि मी को न फ रत थी . कहा करता था कि जान च ली जाए गी .	జి మ మీ కి నేను తా గి తే న చచ దు . ననను అ వి చం పే సతా య ని అ నే వాడు .
कभी उसने ले ग सी रो डि यो सी री ज में राज य का रि कार ड तो डा था ,	తను లె గ సీ రో డి యో సి రీ స లో రా ష టర రి కార డు బ దద లు కొ టట ా డు ,
जब को र टे ज ह वाला त में डा ले , तो मेरे पास रो ते हुए मत आ ना .	నినను కో ర టె జ జె లలో పె డి తే , బె యి ల కోసం నా దగగర కు రా కు .
जी तने में तुमहारी मदद कर ूँगी , इ नाम आ धा - आ धा बा ँ ट ेंगे .	నీకు గె ల వడం లో సా యం చే సతాను , బహు మ తి సమా న ంగా ప ంచు కు ందా ం .
नौ दिन हो चु के हैं . जज लोगों से कोई ख बर नहीं मि ली ?	9 రోజు ల య యి ంది , డి గ గి నస . నయా య ని రణ ే త లు ఏ మెనా తెలి పా రా ?
मैं पह रे दा री कर ूँगा और तुम 3 , 00 0 एक ड तक खो द ते रह ना .	నేను కా ప లా ఉంటా ను , నువవు 3 , 0 0 0 ఎ కర ాలు త వ వు సరేనా ?
प ौ धा घर पास होना चाहिए , वर ना हम प श चि म की ओ र आ गए हैं .	గం జా యి గ ృ హ ం త వర గా కనిపి ంచాలి లేదా ప శ చి మ ం వచచి న టటు .
उनहोंने मुझे वह सब देख ना सि खा या जो बा की नहीं देख ते .	నాకు ఇ తరు లు గ మని ంచ ని విష య ాలు గ మని ంచడం నే ర పి ంచా రు .
वह उनकी क ें चु ल इ क ट ठा करता	అతను వాటి చ ర మ ం సే కరి ంచి ,
ती स ह जार य ूँ गा य ब हो गए .	3 0 వే లు పోయా యి , ఒ టటి గా నే .
ऐ बी क ला र क के साथ कया हुआ ?	ఆ బీ క లా ర కకు ఏం జరిగి ంది ?
चाह ने वा लों में हो ऊँ गी .	నేను నీ గర ూ ప ీ అవు తాను .
वह घ ंट ों वहाँ प डी रही .	తను అకకడ గ ంట ల పా టు ఉంది .
अ ग ली पर ति यो गि ता तक पहु ँच ने के लिए 1 5 0 चाहिए ,	తరు వా తి స వ ాలు కు వెళళ ాల ంటే 1 5 0 పా యి ంట లు ఉండ ాలి ,
कया , मुझ पर भ रो सा नहीं ?	ఏంటి , నా పె న మమ కం లేదా ?
पहले साल से ही , वह हर किसी को बता ता था कि उसे	స కూ లలో మొద టి ఏ డా ది ను ండ ే , పా ము ల ంటే తన కు ఎంత
हमारे का रो बा री को जे ल की ह वा खा नी पड सकती है .	మన బ డా వ యా పా ర వే తత జె లు ను పరి శ ీ లి సతు ండ ే వాడు .
इसलिए मैं कभी जि मी के बारे में बात नहीं करता .	అందు కని నేను ఎపపుడూ జి మ మీ గురించి మాటలాడ ను .
कहा कि मुझे कू द ते भी नहीं देख पा ए गी . झ ू ठ कहा .	నేను ద ూ కు తు ంటే చూడ లే నని ంది . అబ దధ ం చెపపి ంది .
