Hindi	Telugu	Similarity_Score
सु बह नी ंद से जा ग ने से लेकर रात को सो ने तक .	నేను ని దర లే చి ంది మొద లు రాతరి పడు కు నే వర కూ .	0.6347
मि तर देश के वा य ु सै निक जैसे सा र ज ें ट वि लि य म क वि न , जो स फ ल ता पू र व क पै रा श ू ट लेकर ज मी न पर उ त रा था ,	పా రా చూ ట సా య ంతో వి జ య వ ంత ంగా నే ల మీద కి ది గి న సా ర జె ంట వి లి యం క వి న లా ంటి మి తర ప కష ాల వా యు సె ని కు లకు	0.7281
फ लै ंड र स , बे ल जि य म	ఫ లా ండ ర స , బె ల జి యం	0.6814
तुम वहाँ बैठ ो . मैं अभी आई .	ఇకకడ కూ రచ ో . ఇ పపుడ ే వ సతాను .	0.5811
वह कौन है ?	అతను ఎవరు ?	0.3643
सा र ज ें ट वि लि य म क वि न .	సా ర జె ంట వి లి యం క వి న .	0.5804
कर मा ं क सं ख या 6 3 9 1 4 7 7 .	సీ రి య ల నె ం బర 6 3 9 1 4 7 7 .	0.8252
रे डि यो ऑ परे टर .	రే డి యో ఆ పరే టర .	0.5565
कया तुमहें बे सब ॉल पसंद है ?	నీకు బ ే స బ ాల అంటే ఇష ట మే నా ?	0.5607
मेरे सा मा जि क अ ध य यन के फा इन ल के बाद से मुझसे इ तनी क डी पूछ ता छ नहीं की गई थी .	నా చినన పపుడు సో ష ల సట డీ స ఫ ె న ల తరువాత ఇంత క ఠ ి న మెన పర ీ కష ని ఎపపుడూ ఎ దు ర కో లేదు .	0.7089
नहीं !	వదదు !	0.3902
तुमने ऐसा कयों किया ?	అలా ఎందుకు చం పే శా వు ?	0.5033
डॉ न लड ए ल . मिल र की कि ता ब पर आ धा रि त	డ ొ నా ల డ ఎ ల మి లల ర రా సిన న వల ఆ ధా ర ంగా	0.6019
मे जर .	మే జర .	0.5891
धनयवाद , ज ॉ न .	థా ంక యూ , జా న .	0.4690
- चार ली रॉ बर ट स न . - वह कया करने की कोशिश कर रहा है ?	- చా ర లీ రా బర ట స న . - అతను ఏం చేయ ాలని పర యత ని సతుననా డు ?	0.6657
मैं मो हि त हूँ और मुझे ख ट क रहा है .	నేను హా ట గా ఉననా ఇంకా గ మని సతుననా .	0.5704
मे जर क ले वे न .	మే జర క లె వెన .	0.6004
रो जे न थ ॉल . न ै श .	రో సె న థ ాల . నా ష .	0.6499
- स पी ज . सर . - स पी ज .	- స ప ీ స . సర . - స ప ీ స .	0.6190
- ठीक है . - तुम लड के . . .	- సరే . - మీ కు ర రా ళ లు . . .	0.7275
- व की ल था , सर . - व की ल ?	- లా య ర ని , సర . - లా య ర ?	0.6290
आप हमारे अ ंड र वि यर पह न कर उ डा न भर ने की बात कर रहे हैं , सर ?	మేము మా స కీ వీ దు సతు లలో పర యా ణ ి ంచడం గురించి అ ంటుననా రా , సర ?	0.6426
हे ले न .	హె లె న .	0.5975
धनयवाद , मे जर . मे जर .	థా ంక యూ , మే జర . మే జర .	0.5870
कर न ल हा र डि ंग .	కల న ల హా ర డి ంగ .	0.5939
- नहीं . - मेरी जान का री में नहीं , सर .	- లేదు . - నాకు తెలి సిన ంత లో లేదు , సర .	0.5979
- मुझे आप का अं दा ज पसंद आया , सर . - जी , सर .	- మీ సట యి ల నాకు న చచి ంది , సర . - అవును , సర .	0.7174
सि ंग ल म हि ला एँ .	ఒ ంట రి ఆ డ వాళలు .	0.5569
तुम ना च ना चाहते हो ?	నువవు డా నస చేసతా వా ?	0.5203
मैं मार ज को बता द ूँगा , बक .	నేను మార జ కి చెబు తాను , బ క .	0.5692
चु प र हो .	ని శ శ బ ద ం .	0.5582
चलो भी . यह जरू री नहीं है .	ఇలా చూడు . ఇది అవ సరం లేదు .	0.6230
यहाँ . . .	ఇకకడ . . .	0.6403
चि य . . . चि यर स .	చ ీ ర స . . . చ ీ ర స .	0.6137
- चि यर स . हाँ . - चि यर स .	- చ ీ ర స . అవును . - చ ీ ర స .	0.6245
- अगर तुम ख री द ने के बारे में सोच रहे हो ते . . . - अ ह - ह ँ .	- మీరు గ ను క డ రి ంక కొ ని వ వాలి అను కు ంటే . . . - ఆ హ . . . హా .	0.7643
इ तनी दू र है मर स मि थ तक आ ने की जरूरत नहीं थी .	ఇంత ద ూ రం హా మర స మి త కి రా వాల సిన అవ సరం లేదు .	0.6789
कया मैं वहाँ हूँ ?	నేను ఉనన ది ఇ కక డా ?	0.4303
दूस रे छो र पर . मौ त के लिए मजा किया श बद है .	ఇవ త లి వె పు . వి చి తర ంగా దా న నే మ రణ ం అ ంటా రు .	0.6552
काफी क ठ ि न नौ करी है .	ఈ ఉద యో గ మే అలా ంటి ది .	0.5074
मेरा मान ना है कि हमें उ तना ही नि र द य ी और क ठ ो र होना चाहिए जि तना कि वे मेरे लोगों के पर ति थे .	నా దే శ పర జ ల ప ట ల వాళలు ఎంత ని ర దయ గా , ఎంత క రూ ర ంగా వయ వ హ రి ంచా రో మనం కూడా అలాగే చేయ ాలని న మ ము తాను .	0.6805
नहीं .	వదదు .	0.3902
- तुमहें मेरी याद आई ? - इन चार घ ंट ों में जब हम दू र थे ?	- ననను మి స అవు తుననా వా ? - మనం ద ూర మెన ఈ నా లు గు గ ంట లలో నా ?	0.6566
तुम आ खि री सु ंदर चे ह रा हो सकती हो जो मैं कभी देख ूँगा .	నేను ఎ పపటి కీ చూ సే చి టట చి వ రి అంద మెన ముఖ ం నీ దే కా వచచు .	0.6307
नहीं .	లేదు .	0.3291
नहीं .	లేదు .	0.3291
मैं यह कर सकता हूँ , सर .	నేను ఈ పని చేయ గల ను , సర .	0.5629
आ वर बे बी	అ వర బ ే బీ	0.5123
हाँ .	అ దీ .	0.3271
हाँ !	అ దీ !	0.3271
पै रि स , फ रा ं स	పా రి స , ఫ రా నస	0.5727
न न हा बे बी फ े स .	చినన బ ే బీ ఫ ే స .	0.5736
वे बह रे हैं . वे आपको सुन नहीं सकते हैं .	వాళలు చె వి టి వాళలు . మీ మాట లు వి ని పి ంచ వు .	0.5583
भा ग ना बंद करो .	పరి గె తత డం ఆ పు .	0.5423
हमें काफी ल ं बा स फर त य करना है .	మనం ఇంకా చాలా ద ూ రం పర యా ణ ి ంచాలి .	0.5856
तुम कहाँ हो , बक ?	ఎకకడ ఉననా వు , బ క ?	0.5354
- सर . - कुछ न ए सै निक .	- సర . - కొనని భ ర తీ లు .	0.6919
सर .	సర .	0.6010
ले फ टि न ें ट कर ॉ सब ी ?	లె ఫ టె నె ంట క రో స బీ ?	0.5709
कम ब खत ब रे मे न .	ఆ చెతత బ రె మన .	0.5808
बक .	బ క .	0.3918
हे ले न .	హె లె న .	0.5975
आज वहाँ ऊ पर स थ ि ति काफी ख रा ब थी .	ఈ రోజు అకకడ చాలా ఘ ో రం జరిగి ంది .	0.5468
तुमहें कहीं जाना है ?	ఇం కొ క చ ో ట కి వెళల ాలా ?	0.4558
पया रे आदमी .	మంచి మని షి .	0.4501
मुझे एक अ ख बार दो गे ?	వాటి లో ఒకటి ఇ సతా వా ?	0.5354
ती स ब ॉ म बर मा रे गए ना जी यू बो ट बे स त बा ह हुआ	3 0 బా ం బర లు గ లల ం తు నా జీ యూ బో ట సథ ా వ రం ధ వం సం	0.7123
उस क थी डर ल में कई लोग हों गे .	కే థ డ రి ల లో చాలా మంది ఉంటా రు .	0.5686
हमने कभी श हर के क ें दर के इ तने करी ब	సి టీ సె ంట ర కి ఇంత దగగర గా ఉనన ల కష యం	0.6081
ल डा कू विमान , सी ध े साम ने .	శ తరు విమా నా లు సరి గ గా పె న .	0.5836
और य ु द ध जि तना ल ं बा चल ता है , एक सै निक पर उ तना ही न का रात म क पर भा व पड ता जा ता है .	మనం ఎంత కాల ం యు దధ ంలో ప ాల గొ ంటే , అది మన లని అంత గా నా శ నం చే సతు ందని అతనికి చెపపా ను .	0.6581
जर मन था . उनहोंने हमारे ने ट वर क में घ ु स पै ठ करने की कई कोशिश ें की हैं ,	అతను జర మన . మన నె ట వర క లో కి జ ొ ర బ డ టా నికి వాళలు చాలా కు యు క తు లు ప నను తా రు ,	0.6668
अब जब हम यहाँ आ गए हैं , ऐसा लगता है कि हम सच में कुछ करने वाले हैं .	ఇపపుడు మేము ఇకకడ ఉననా ం గ ను క , వా సత వ ంగా ఏదో చేయ బో తుననా మని భా వి సతుననా ం .	0.6162
अगर मैं अपने पह चा न प तर निका ल ूँ , तो तुम भी अपने पह चा न प तर निका ल ना .	నేను నా గుర తి ం పు ప తర ాలు బయట కి తీ సతే , మీరు కూడా మీ ప తర ాలు తీ య ండి .	0.6495
